city,lat,lng,max temp,humidity,cloudiness,windspeed,country,date,name,max temp F
santa cruz,-17.8,-63.1667,304.85,42.0,40.0,5.66,BO,1644356365,Santa Cruz de la Sierra,89.06000000000009
ponta delgada,37.7333,-25.6667,287.55,72.0,20.0,3.6,PT,1644356429,Ponta Delgada,57.92000000000006
lebanon,36.2081,-86.2911,287.18,36.0,0.0,4.63,US,1644356294,Lebanon,57.254000000000055
oka,45.4649,-74.0889,272.92,73.0,100.0,4.12,CA,1644356430,Oka,31.58600000000007
jibuti,11.5,42.5,295.83,75.0,21.0,7.44,DJ,1644356430,Djibouti,72.82400000000001
cidreira,-30.1811,-50.2056,295.75,69.0,46.0,5.78,BR,1644356430,Cidreira,72.68000000000004
guaraniacu,-25.1008,-52.8781,293.34,58.0,1.0,0.77,BR,1644356431,Guaraniaçu,68.342
bijie,27.3125,105.2942,271.76,92.0,100.0,1.86,CN,1644356431,Bijie,29.498000000000026
bethel,41.3712,-73.414,276.38,73.0,100.0,3.6,US,1644356431,Bethel,37.814000000000036
troyes,48.3333,4.0833,280.42,100.0,46.0,1.54,FR,1644356432,Arrondissement de Troyes,45.08600000000007
praia da vitoria,38.7333,-27.0667,288.29,88.0,40.0,5.07,PT,1644356432,Praia da Vitória,59.25200000000008
tual,-5.6667,132.75,301.49,77.0,100.0,4.99,ID,1644356432,Tual,83.01200000000006
isangel,-19.55,169.2667,301.21,83.0,100.0,2.06,VU,1644356433,Isangel,82.50800000000001
yerofey pavlovich,53.9667,121.9667,258.02,91.0,100.0,3.63,RU,1644356433,Yerofey Pavlovich,4.766000000000009
saskylakh,71.9167,114.0833,256.82,84.0,100.0,6.63,RU,1644356433,Saskylakh,2.60600000000003
taoudenni,22.6783,-3.9836,294.54,11.0,0.0,5.1,ML,1644356434,Taoudenni,70.50200000000008
baruun-urt,46.6806,113.2792,254.28,95.0,17.0,0.28,MN,1644356434,Baruun-Urt,-1.9659999999999584
casper,42.8666,-106.3131,281.93,23.0,0.0,7.72,US,1644356332,Casper,47.80400000000005
ishigaki,24.3448,124.1572,290.22,100.0,75.0,4.12,JP,1644356434,Ishigaki,62.72600000000009
manzhouli,49.6,117.4333,255.19,97.0,68.0,3.44,CN,1644356435,Manzhouli,-0.3279999999999603
ponta do sol,32.6667,-17.1,293.5,51.0,32.0,4.27,PT,1644356435,Ponta do Sol,68.63000000000004
batemans bay,-35.7167,150.1833,293.66,57.0,2.0,0.99,AU,1644356435,Batemans Bay,68.91800000000009
pangkalanbuun,-2.6833,111.6167,296.7,96.0,99.0,0.42,ID,1644356436,Pangkalanbuun,74.39000000000001
victoria,22.2855,114.1577,289.44,82.0,100.0,3.58,HK,1644356304,Hong Kong,61.32200000000004
naze,28.3667,129.4833,286.78,76.0,91.0,5.62,JP,1644356436,Naze,56.53399999999999
banjarmasin,-3.3244,114.591,296.23,92.0,100.0,1.38,ID,1644356213,Banjarmasin,73.54400000000007
ihtiman,42.4333,23.8167,272.49,85.0,69.0,2.58,BG,1644356437,Ihtiman,30.812000000000058
batagay-alyta,67.8006,130.4114,237.26,96.0,61.0,1.71,RU,1644356437,Batagay-Alyta,-32.601999999999975
tazovskiy,67.4667,78.7,253.82,82.0,100.0,7.23,RU,1644356437,Tazovsky,-2.7939999999999685
osa,57.2829,55.4567,257.75,98.0,93.0,1.73,RU,1644356438,Osa,4.28000000000004
pechenga,69.5259,31.1703,268.63,95.0,96.0,4.05,RU,1644356438,Pechenga,23.864000000000033
chuy,-33.6971,-53.4616,293.35,64.0,11.0,3.5,UY,1644356438,Chui,68.36000000000008
tautira,-17.7333,-149.15,303.16,79.0,67.0,8.24,PF,1644356439,Tautira,86.01800000000009
karema,-6.8205,30.4389,294.8,85.0,100.0,1.74,TZ,1644356439,Karema,70.97000000000006
husavik,66.0449,-17.3389,271.1,94.0,100.0,11.13,IS,1644356439,Husavik,28.31000000000008
mayo,38.8876,-76.5119,282.21,36.0,0.0,4.63,US,1644356423,Mayo,48.30800000000001
dalbandin,28.8947,64.4101,284.17,31.0,0.0,2.09,PK,1644356440,Dalbandin,51.83600000000007
marsa matruh,31.3525,27.2453,287.26,62.0,40.0,7.2,EG,1644356440,Marsá Maţrūḩ,57.398000000000025
myitkyina,25.3833,97.4,283.84,81.0,3.0,1.62,MM,1644356440,Myitkyina,51.242
magadan,59.5667,150.8,255.85,70.0,78.0,3.56,RU,1644356441,Magadan,0.8600000000000314
mama,58.3106,112.8986,250.76,99.0,100.0,1.6,RU,1644356441,Mama,-8.301999999999978
caucaia,-3.7361,-38.6531,301.12,74.0,0.0,3.6,BR,1644356441,Caucaia,82.34600000000005
yar-sale,66.8333,70.8333,255.42,90.0,100.0,7.11,RU,1644356442,Yar-Sale,0.08600000000001984
villazon,-22.0866,-65.5942,282.07,83.0,99.0,5.3,BO,1644356442,Villazón,48.056000000000026
zhangjiakou,40.81,114.8794,266.53,35.0,81.0,0.73,CN,1644356442,Zhangjiakou,20.083999999999993
moroto,2.5345,34.6666,295.17,42.0,27.0,2.31,UG,1644356443,Moroto,71.63600000000007
ron,15.6667,75.7333,294.37,65.0,98.0,1.7,IN,1644356443,Ron,70.19600000000005
kutum,14.2,24.6667,287.45,16.0,1.0,3.2,SD,1644356443,Kutum,57.74000000000002
olavarria,-36.8927,-60.3225,297.6,52.0,55.0,2.57,AR,1644356444,Olavarría,76.01000000000008
boyolangu,-8.1181,111.8935,296.58,94.0,100.0,2.94,ID,1644356444,Boyolangu,74.174
hasaki,35.7333,140.8333,272.37,64.0,96.0,6.73,JP,1644356350,Hasaki,30.59600000000005
dunedin,-45.8742,170.5036,288.04,84.0,100.0,1.79,NZ,1644356445,Dunedin,58.80200000000008
eyl,7.9803,49.8164,296.32,71.0,67.0,7.45,SO,1644356445,Eyl,73.70600000000003
labuhan,-6.8844,112.2051,298.17,88.0,100.0,2.93,ID,1644356446,Labuhan,77.03600000000007
mount isa,-20.7333,139.5,296.02,94.0,3.0,0.0,AU,1644356446,Mount Isa,73.16600000000001
kiama,-34.6833,150.8667,295.69,77.0,1.0,1.44,AU,1644356446,Kiama,72.57200000000003
guerrero negro,27.9769,-114.0611,296.42,23.0,31.0,3.87,MX,1644356447,Guerrero Negro,73.88600000000007
yatou,37.15,122.3833,273.23,60.0,100.0,1.85,CN,1644356447,Yatou,32.14400000000008
norman wells,65.282,-126.8329,241.17,56.0,75.0,1.54,CA,1644356447,Norman Wells,-25.563999999999986
provideniya,64.3833,-173.3,253.21,65.0,0.0,6.0,RU,1644356448,Provideniya,-3.891999999999946
talnakh,69.4865,88.3972,254.93,96.0,100.0,5.18,RU,1644356448,Talnakh,-0.7959999999999496
lunavada,23.1333,73.6167,290.85,60.0,1.0,1.28,IN,1644356448,Lūnāvāda,63.860000000000085
torbay,47.6666,-52.7314,271.8,80.0,100.0,7.72,CA,1644356449,Torbay,29.57000000000006
natal,-5.795,-35.2094,301.51,74.0,20.0,6.69,BR,1644356270,Natal,83.04800000000003
vung tau,10.346,107.0843,299.09,80.0,100.0,9.08,VN,1644356449,Vung Tau,78.692
doos,10.4653,124.7294,298.21,83.0,79.0,3.21,PH,1644356449,Doos,77.108
belaya gora,68.5333,146.4167,227.6,100.0,86.0,1.79,RU,1644356450,Belaya Gora,-49.98999999999997
lima,-12.0432,-77.0282,295.45,73.0,0.0,4.12,PE,1644356367,Lima,72.14000000000001
manzil salim,35.8567,8.4765,279.15,70.0,5.0,1.69,TN,1644356450,Menzel Salem,42.8
praia,14.9215,-23.5087,294.45,78.0,0.0,6.17,CV,1644356450,Praia,70.34000000000002
vardo,70.3705,31.1107,271.14,80.0,75.0,10.29,NO,1644356451,Vardø,28.382000000000016
taltal,-25.4,-70.4833,293.29,73.0,24.0,2.15,CL,1644356451,Taltal,68.25200000000008
ukiah,39.1502,-123.2078,300.58,32.0,0.0,0.45,US,1644356452,Ukiah,81.37400000000001
chernyshevskiy,63.0128,112.4714,239.88,100.0,93.0,1.41,RU,1644356452,Chernyshevskiy,-27.885999999999967
liverpool,53.4106,-2.9779,284.98,86.0,100.0,4.92,GB,1644356452,Liverpool,53.294000000000075
tabou,4.423,-7.3528,299.35,86.0,4.0,3.94,CI,1644356453,Tabou,79.16000000000008
maun,-19.9833,23.4167,294.59,42.0,5.0,2.27,BW,1644356453,Maun,70.592
mackay,-21.15,149.2,298.53,94.0,2.0,2.57,AU,1644356453,Mackay,77.684
mentougou,39.9392,116.0917,263.67,28.0,80.0,0.83,CN,1644356454,Mentougou,14.936000000000071
rio gallegos,-51.6226,-69.2181,292.18,22.0,20.0,8.23,AR,1644356454,Río Gallegos,66.25400000000005
kuopio,62.8924,27.677,270.12,93.0,100.0,5.14,FI,1644356454,Kuopio,26.54600000000005
kuna,43.4918,-116.4201,278.75,63.0,0.0,2.06,US,1644356455,Kuna,42.08000000000004
barra do garcas,-15.89,-52.2567,297.64,90.0,91.0,1.97,BR,1644356188,Barra do Garças,76.08200000000002
doha,25.2867,51.5333,289.14,69.0,0.0,4.12,QA,1644356456,Doha,60.78200000000002
bulgan,48.8125,103.5347,255.13,87.0,100.0,1.34,MN,1644356457,Bulgan,-0.4359999999999644
nelson bay,-32.7167,152.15,293.71,88.0,7.0,0.89,AU,1644356457,Nelson Bay,69.00800000000001
upernavik,72.7868,-56.1549,245.96,93.0,100.0,2.67,GL,1644356458,Upernavik,-16.941999999999943
lompoc,34.6391,-120.4579,299.7,38.0,0.0,3.6,US,1644356458,Lompoc,79.79000000000002
svetlyy,54.675,20.1347,278.18,86.0,6.0,9.38,RU,1644356459,Tsimmerbude,41.05400000000005
sorland,67.667,12.6934,275.19,61.0,100.0,14.24,NO,1644356459,Sørland,35.67200000000004
bonaventure,48.0457,-65.4926,272.45,93.0,100.0,5.14,CA,1644356459,Bonaventure,30.74000000000002
tiksi,71.6872,128.8694,244.48,99.0,74.0,4.02,RU,1644356460,Tiksi,-19.605999999999973
pochutla,15.7432,-96.4661,301.62,57.0,48.0,2.67,MX,1644356460,Pochutla,83.24600000000005
kavieng,-2.5744,150.7967,301.11,78.0,100.0,3.84,PG,1644356460,Kavieng,82.32800000000006
roald,62.5833,6.1333,278.33,70.0,75.0,12.86,NO,1644356460,Roald,41.32400000000001
iringa,-7.7667,35.7,290.77,88.0,20.0,0.0,TZ,1644356461,Iringa,63.71600000000001
funtua,11.5233,7.3081,293.08,16.0,89.0,4.54,NG,1644356461,Funtua,67.87400000000001
camabatela,-8.1881,15.375,289.6,86.0,97.0,1.34,AO,1644356462,Camabatela,61.610000000000085
melnikovo,56.5558,84.085,252.68,100.0,53.0,2.28,RU,1644356462,Mel'nikovo,-4.845999999999947
wanning,18.8003,110.3967,294.88,92.0,82.0,3.04,CN,1644356462,Wanning,71.11400000000003
dingle,10.9995,122.6711,296.4,89.0,91.0,4.61,PH,1644356463,Dingle,73.85
freistadt,48.511,14.5045,279.34,91.0,93.0,4.21,AT,1644356463,Freistadt,43.141999999999996
sao mateus,-18.7161,-39.8589,298.58,84.0,99.0,3.64,BR,1644356464,São Mateus,77.77400000000002
jablah,35.3614,35.9256,286.31,58.0,75.0,3.6,SY,1644356464,Jablah,55.688000000000045
qingdao,36.0986,120.3719,268.93,93.0,100.0,1.0,CN,1644356366,Qingdao,24.404000000000053
san quintin,30.4833,-115.95,293.63,25.0,4.0,4.15,MX,1644356464,San Quintín,68.86400000000003
ilulissat,69.2167,-51.1,252.16,59.0,38.0,10.29,GL,1644356465,Ilulissat,-5.781999999999968
staryy krym,45.0333,35.1,275.54,96.0,100.0,4.36,UA,1644356465,Stary Krym,36.30200000000008
slavutych,51.5196,30.7343,270.12,95.0,83.0,2.68,UA,1644356466,Slavutych,26.54600000000005
tingi,-11.3,35.0333,291.06,91.0,95.0,0.61,TZ,1644356466,Tingi,64.23800000000004
yashkul,46.1711,45.3435,275.82,83.0,100.0,5.79,RU,1644356466,Yashkul',36.806000000000026
ostrovnoy,68.0531,39.5131,262.97,89.0,49.0,7.95,RU,1644356467,Ostrovnoy,13.67600000000009
meulaboh,4.1363,96.1285,297.28,88.0,87.0,2.0,ID,1644356467,Meulaboh,75.434
sao miguel do araguaia,-13.275,-50.1628,297.2,89.0,100.0,0.4,BR,1644356467,São Miguel do Araguaia,75.29000000000002
hithadhoo,-0.6,73.0833,301.18,69.0,100.0,6.19,MV,1644356468,Hithadhoo,82.45400000000005
cairns,-16.9167,145.7667,298.19,90.0,38.0,4.12,AU,1644356312,Cairns,77.07200000000003
santo augusto,-27.8508,-53.7772,300.85,35.0,0.0,2.22,BR,1644356468,Santo Augusto,81.86000000000008
songkhla,6.8333,100.6667,298.18,93.0,87.0,1.47,TH,1644356468,Songkhla,77.05400000000006
yazd,31.8972,54.3675,280.21,26.0,0.0,2.06,IR,1644356469,Yazd,44.708000000000006
henties bay,-22.116,14.2845,294.74,83.0,19.0,0.96,NA,1644356469,Henties Bay,70.86200000000005
uryupinsk,50.8047,42.0138,274.05,98.0,100.0,5.07,RU,1644356470,Uryupinsk,33.62000000000006
muros,42.7762,-9.0603,286.95,84.0,4.0,2.69,ES,1644356470,Muros,56.84000000000002
banepa,27.6298,85.5214,279.33,93.0,75.0,1.54,NP,1644356470,Banepā,43.12400000000001
srostki,52.4189,85.7022,261.01,97.0,100.0,1.61,RU,1644356471,Srostki,10.148000000000025
cotacachi,0.3,-78.2667,288.9,82.0,97.0,1.04,EC,1644356471,Cotacachi,60.35
adrar,20.5022,-10.0711,293.26,11.0,78.0,4.9,MR,1644356471,Adrar,68.19800000000002
porec,45.2258,13.5939,276.68,55.0,1.0,1.87,HR,1644356356,Poreč,38.354000000000056
zyryanka,65.75,150.85,229.95,100.0,70.0,2.29,RU,1644356472,Zyryanka,-45.75999999999998
nargana,9.4428,-78.5906,300.25,76.0,70.0,5.67,PA,1644356472,Narganá,80.78000000000004
yarada,17.65,83.2667,293.33,100.0,20.0,1.03,IN,1644356472,Yārāda,68.32400000000001
tilichiki,60.4667,166.1,245.29,89.0,12.0,3.96,RU,1644356473,Tilichiki,-18.147999999999975
moses lake,47.1301,-119.2781,282.94,81.0,0.0,1.54,US,1644356473,Moses Lake,49.622000000000035
avera,33.194,-82.5271,285.62,47.0,95.0,1.5,US,1644356343,Avera,54.44600000000005
mayya,61.7333,130.2811,236.1,100.0,100.0,0.32,RU,1644356473,Mayya,-34.68999999999997
naryshkino,52.9678,35.7268,269.69,95.0,100.0,2.62,RU,1644356474,Naryshkino,25.772000000000038
harper,4.375,-7.7169,299.26,85.0,3.0,3.71,LR,1644356474,Harper,78.99800000000002
buchanan,5.8808,-10.0467,299.13,82.0,65.0,2.78,LR,1644356475,Buchanan,78.76400000000004
oksfjord,70.2396,22.3479,270.66,87.0,100.0,4.76,NO,1644356475,Øksfjord,27.518000000000086
cootamundra,-34.65,148.0333,294.23,37.0,27.0,1.51,AU,1644356475,Cootamundra,69.94400000000007
ulladulla,-35.35,150.4667,294.64,58.0,0.0,1.09,AU,1644356476,Ulladulla,70.68200000000002
plettenberg bay,-34.0527,23.3716,292.71,68.0,46.0,2.62,ZA,1644356476,Plettenberg Bay,67.208
uruzgan,32.8333,66,274.01,55.0,10.0,3.57,AF,1644356476,Oruzgan,33.54800000000002
jesup,31.6074,-81.8854,287.41,50.0,0.0,0.0,US,1644356477,Jesup,57.668000000000085
marzuq,14.4,46.4667,288.6,31.0,20.0,1.46,YE,1644356477,Marzuq,59.81000000000008
orhei,47.3831,28.8231,275.26,84.0,76.0,3.84,MD,1644356477,Orhei,35.79800000000002
akyab,20.15,92.9,289.14,49.0,98.0,3.57,MM,1644356478,Sittwe,60.78200000000002
seabra,-12.4186,-41.7703,296.56,66.0,100.0,2.14,BR,1644356478,Seabra,74.13800000000005
egvekinot,66.3167,-179.1667,247.09,72.0,0.0,7.03,RU,1644356478,Egvekinot,-14.907999999999952
iralaya,15,-83.2333,299.52,67.0,13.0,5.45,HN,1644356479,Iralaya,79.46600000000001
ocumare del tuy,10.1165,-66.7761,301.13,62.0,49.0,2.53,VE,1644356479,Ocumare del Tuy,82.36400000000003
damara,4.9608,18.7035,298.83,21.0,18.0,1.47,CF,1644356480,Damara,78.22400000000002
mbini,1.574,9.6134,302.06,83.0,73.0,2.55,GQ,1644356480,Mbini,84.03800000000004
liuzhou,24.3126,109.3892,278.53,83.0,100.0,3.33,CN,1644356480,Liuzhou,41.68399999999999
datong,40.0936,113.2914,267.71,44.0,100.0,1.7,CN,1644356481,Datong,22.208000000000006
bosaso,11.2842,49.1816,295.95,73.0,23.0,1.99,SO,1644356481,Bosaso,73.04000000000002
tsurugashima,35.9397,139.3907,278.48,55.0,64.0,2.92,JP,1644356481,Tsurugashima,41.59400000000007
palmas,-10.2128,-48.3603,303.08,66.0,40.0,2.57,BR,1644356482,Palmas,85.87400000000001
khed,17.7167,73.3833,289.67,94.0,7.0,1.38,IN,1644356482,Khed,61.73600000000007
bontang,0.1333,117.5,297.36,91.0,100.0,2.94,ID,1644356483,Bontang,75.57800000000006
yuanping,38.7153,112.7575,270.12,42.0,0.0,0.77,CN,1644356483,Yuanping,26.54600000000005
micheweni,-4.9667,39.8333,300.25,75.0,71.0,5.69,TZ,1644356483,Micheweni,80.78000000000004
pasighat,28.0667,95.3333,286.1,69.0,93.0,1.13,IN,1644356484,Pāsighāt,55.31000000000008
halifax,44.6453,-63.5724,279.15,97.0,100.0,10.8,CA,1644356236,Halifax,42.8
oyama,36.3,139.8,278.48,54.0,10.0,1.86,JP,1644356484,Oyama,41.59400000000007
roma,43.2128,-75.4557,273.39,87.0,100.0,6.17,US,1644356484,Rome,32.432000000000016
tuatapere,-46.1333,167.6833,288.61,77.0,94.0,1.71,NZ,1644356485,Tuatapere,59.82800000000007
jarabacoa,19.1218,-70.6422,298.75,92.0,51.0,1.84,DO,1644356485,Jarabacoa,78.08000000000004
kyzyl-suu,42.3414,78.0056,267.56,66.0,100.0,3.45,KG,1644356485,Kyzyl-Suu,21.938000000000045
kangalassy,62.3464,129.9628,236.44,100.0,100.0,0.75,RU,1644356486,Kangalassy,-34.07799999999996
hobyo,5.3505,48.5268,297.66,72.0,24.0,9.18,SO,1644356486,Hobyo,76.11800000000008
nchelenge,-9.3451,28.734,294.81,82.0,91.0,1.56,ZM,1644356487,Nchelenge,70.98800000000004
mariana,-20.3778,-43.4161,293.49,99.0,100.0,1.17,BR,1644356487,Mariana,68.61200000000005
nola,40.922,14.5329,285.68,58.0,0.0,1.7,IT,1644356487,Nola,54.55400000000005
kulhudhuffushi,6.6221,73.07,300.14,67.0,72.0,4.77,MV,1644356488,Kulhudhuffushi,80.58200000000002
los llanos de aridane,28.6585,-17.9182,292.11,47.0,0.0,4.02,ES,1644356488,Los Llanos de Aridane,66.12800000000007
lamesa,32.7376,-101.951,292.33,14.0,6.0,7.22,US,1644356375,Lamesa,66.52400000000002
sioux lookout,50.1001,-91.917,269.36,86.0,100.0,3.09,CA,1644356488,Sioux Lookout,25.178000000000065
jatara,25.0167,79.05,288.09,45.0,2.0,1.95,IN,1644356489,Jatāra,58.891999999999996
lensk,60.7253,114.9278,248.63,100.0,100.0,0.88,RU,1644356489,Lensk,-12.135999999999967
medvezhyegorsk,62.9167,34.4667,262.84,99.0,100.0,1.08,RU,1644356489,Medvezh'yegorsk,13.441999999999997
kyra,49.5776,111.9753,257.78,93.0,100.0,1.6,RU,1644356490,Kyra,4.3339999999999925
corinto,37.9407,22.9573,281.71,49.0,74.0,1.79,GR,1644356490,Corinth,47.408
sitka,57.0531,-135.33,280.09,87.0,100.0,10.8,US,1644356334,Sitka,44.492
mahibadhoo,3.7833,72.9667,300.63,71.0,100.0,4.8,MV,1644356490,Mahibadhoo,81.46400000000003
bohodukhiv,50.1647,35.5276,273.17,93.0,99.0,4.77,UA,1644356491,Bohodukhiv,32.03600000000007
portree,57.4129,-6.1942,279.18,84.0,100.0,10.38,GB,1644356491,Portree,42.854000000000056
olga,43.7444,135.2892,262.64,83.0,8.0,2.33,RU,1644356491,Ol'ga,13.082000000000015
agua branca,-5.8922,-42.6361,298.91,72.0,61.0,1.38,BR,1644356492,Água Branca,78.36800000000008
yuci,37.6803,112.7319,265.01,73.0,11.0,2.0,CN,1644356492,Yuci,17.348000000000024
aykhal,66,111.5,243.87,100.0,78.0,2.04,RU,1644356493,Aykhal,-20.70399999999995
newport,51.5877,-2.9984,283.96,84.0,100.0,0.45,GB,1644356299,Newport,51.458000000000006
sur,22.5667,59.5289,293.77,55.0,0.0,4.24,OM,1644356493,Sur,69.11600000000001
talara,-4.5772,-81.2719,299.57,57.0,75.0,4.63,PE,1644356493,Talara,79.55600000000003
port macquarie,-31.4333,152.9167,295.87,72.0,6.0,2.22,AU,1644356227,Port Macquarie,72.89600000000004
petauke,-14.2426,31.3253,291.21,97.0,42.0,1.98,ZM,1644356494,Petauke,64.50800000000001
cessnock,-32.8333,151.35,293.78,66.0,2.0,1.63,AU,1644356413,Cessnock,69.13399999999999
flin flon,54.7682,-101.865,267.06,79.0,100.0,5.66,CA,1644356494,Flin Flon,21.038000000000046
kaeo,-35.1,173.7833,297.22,98.0,84.0,4.06,NZ,1644356495,Kaeo,75.32600000000009
semenivka,52.1783,32.5818,270.59,94.0,100.0,3.37,UA,1644356495,Semenivka,27.391999999999996
cradock,-32.1642,25.6192,296.18,60.0,26.0,1.64,ZA,1644356495,Cradock,73.45400000000005
mora,11.0461,14.1401,294.37,20.0,74.0,2.3,CM,1644356496,Mora,70.19600000000005
shenzhen,22.5455,114.0683,289.38,90.0,100.0,2.03,CN,1644356231,Shenzhen,61.214000000000034
aswan,24.0934,32.907,291.76,20.0,0.0,3.09,EG,1644356497,Aswān,65.49800000000002
pacific grove,36.6177,-121.9166,299.05,44.0,0.0,2.06,US,1644356497,Pacific Grove,78.62000000000006
miandrivazo,-19.5167,45.4667,298.08,91.0,100.0,0.21,MG,1644356497,Miandrivazo,76.87400000000001
kahului,20.8947,-156.47,300.16,60.0,20.0,5.36,US,1644355984,Kahului,80.61800000000008
lakatoro,-16.0999,167.4164,300.54,84.0,100.0,13.01,VU,1644356498,Lakatoro,81.30200000000008
teya,60.3778,92.6267,242.07,100.0,42.0,0.57,RU,1644356498,Teya,-23.943999999999974
yei,4.095,30.6779,296.06,33.0,92.0,1.33,SS,1644356498,Yei,73.23800000000004
luanda,-8.8368,13.2343,297.15,88.0,0.0,3.6,AO,1644356267,Luanda,75.2
zambezi,-13.5432,23.1047,291.91,95.0,97.0,1.83,ZM,1644356499,Zambezi,65.76800000000009
cabra,37.4725,-4.4421,283.84,62.0,0.0,2.34,ES,1644356499,Cabra,51.242
nuuk,64.1835,-51.7216,259.49,56.0,75.0,8.23,GL,1644356439,Nuuk,7.412000000000056
pital,2.2665,-75.8044,297.09,72.0,82.0,2.49,CO,1644356500,Pital,75.092
kruisfontein,-34.0033,24.7314,293.15,54.0,47.0,3.05,ZA,1644356500,Kruisfontein,68.0
soyo,-6.1349,12.3689,298.55,83.0,42.0,3.49,AO,1644356500,Soyo,77.72000000000006
biak,-0.9131,122.8766,297.01,81.0,100.0,1.34,ID,1644356501,Biak,74.94800000000002
urusha,54.05,122.9,256.73,95.0,100.0,2.86,RU,1644356501,Urusha,2.4440000000000737
baragua,21.6967,-78.6328,300.77,58.0,81.0,2.63,CU,1644356501,Baraguá,81.71600000000001
lagoa,39.05,-27.9833,288.55,74.0,86.0,5.9,PT,1644356502,Lagoa,59.72000000000006
coari,-4.085,-63.1414,297.9,95.0,100.0,1.13,BR,1644356502,Coari,76.55
ambilobe,-13.2,49.05,296.65,95.0,92.0,1.44,MG,1644356502,Ambilobe,74.3
honningsvag,70.9821,25.9704,271.19,76.0,100.0,11.32,NO,1644356503,Honningsvåg,28.472000000000037
tessalit,20.1986,1.0114,293.19,9.0,0.0,4.32,ML,1644356503,Tessalit,68.07200000000003
pisco,-13.7,-76.2167,297.05,64.0,0.0,4.63,PE,1644356504,Pisco,75.02000000000007
itaituba,-4.2761,-55.9836,299.24,94.0,40.0,2.57,BR,1644356504,Itaituba,78.96200000000006
ust-kuyga,70.0167,135.6,231.7,100.0,100.0,3.44,RU,1644356504,Ust-Kuyga,-42.609999999999985
great yarmouth,52.6083,1.7305,283.29,83.0,99.0,8.53,GB,1644356314,Great Yarmouth,50.25200000000008
xam nua,20.4197,104.0439,287.58,93.0,87.0,1.34,LA,1644356505,Xam Nua,57.97400000000001
san juan,-31.5375,-68.5364,306.89,18.0,0.0,3.18,AR,1644356505,San Juan,92.73200000000001
minab,27.1467,57.0801,286.87,58.0,0.0,1.05,IR,1644356505,Mīnāb,56.69600000000005
goderich,43.7501,-81.7165,271.43,68.0,96.0,5.14,CA,1644356506,Goderich,28.904000000000053
oak harbor,48.2932,-122.6432,283.58,86.0,100.0,4.63,US,1644356309,Oak Harbor,50.774000000000015
aksarka,66.5606,67.7975,253.0,99.0,100.0,5.38,RU,1644356506,Aksarka,-4.2699999999999605
atasu,48.6814,71.6433,259.33,89.0,100.0,3.19,KZ,1644356506,Atasū,7.124000000000013
zatoka,46.0725,30.4654,273.45,68.0,19.0,7.98,UA,1644356507,Zatoka,32.54000000000002
aguie,13.506,7.7786,293.6,10.0,32.0,4.7,NE,1644356507,Aguié,68.81000000000009
boone,39.0334,-92.3335,287.4,68.0,87.0,6.11,US,1644356442,Boone,57.65
araouane,18.9048,-3.5265,293.78,9.0,0.0,4.83,ML,1644356507,Araouane,69.13399999999999
sujangarh,27.7011,74.4649,289.97,63.0,62.0,5.09,IN,1644356508,Sujangarh,62.27600000000009
rundu,-17.9333,19.7667,293.72,69.0,43.0,1.78,NA,1644356508,Rundu,69.0260000000001
koslan,63.4564,48.8989,264.95,93.0,100.0,4.14,RU,1644356509,Koslan,17.24000000000002
portobelo,9.55,-79.65,305.29,71.0,20.0,4.12,PA,1644356509,Portobelo,89.85200000000007
la ronge,55.1001,-105.2842,264.29,67.0,75.0,7.2,CA,1644356509,La Ronge,16.052000000000078
wardha,20.75,78.6167,292.33,36.0,100.0,1.44,IN,1644356510,Wardha,66.52400000000002
mount pleasant,32.7941,-79.8626,284.81,79.0,20.0,2.57,US,1644356510,Mt. Pleasant,52.98800000000004
arkhara,49.4212,130.0842,251.48,100.0,100.0,1.82,RU,1644356510,Arkhara,-7.005999999999979
tayu,-6.5397,111.0518,297.8,89.0,100.0,1.23,ID,1644356511,Tayu,76.37000000000006
novoagansk,61.9449,76.6625,248.33,99.0,7.0,2.95,RU,1644356511,Novoagansk,-12.675999999999938
klaksvik,62.2266,-6.589,274.66,65.0,99.0,18.38,FO,1644356344,Klaksvík,34.71800000000009
znamenskoye,57.1281,73.8282,253.43,99.0,63.0,2.13,RU,1644356511,Znamenskoye,-3.4959999999999454
kenda,23.2,86.5333,289.46,62.0,1.0,0.4,IN,1644356512,Kenda,61.358000000000004
hervey bay,-25.2986,152.8535,297.06,83.0,29.0,2.68,AU,1644356512,Hervey Bay,75.03800000000004
cape coast,5.1053,-1.2466,299.65,84.0,35.0,3.52,GH,1644356512,Cape Coast,79.7
nome,64.5011,-165.4064,256.19,55.0,100.0,8.23,US,1644356499,Nome,1.4720000000000368
lakes entrance,-37.8811,147.981,291.57,66.0,6.0,1.33,AU,1644356513,Lakes Entrance,65.15600000000003
omsukchan,62.5333,155.8,242.49,71.0,86.0,1.25,RU,1644356513,Omsukchan,-23.187999999999946
tarrafal,15.2833,-23.7667,294.59,78.0,0.0,4.81,CV,1644356514,Tarrafal,70.592
kirakira,-10.4544,161.9205,301.12,79.0,100.0,4.76,SB,1644356514,Kirakira,82.34600000000005
mpika,-11.8343,31.4529,289.5,94.0,95.0,0.37,ZM,1644356514,Mpika,61.43000000000004
khairpur nathan shah,27.0936,67.7337,288.24,58.0,4.0,3.16,PK,1644356515,Khairpur Nathan Shah,59.162000000000056
